population,year,julian,HW,catch,period
Queets,2010,-9,Wild,36,Current
Queets,2010,-2,Hatchery,0,Current
Queets,2010,-2,Wild,61,Current
Queets,2010,5,Hatchery,51,Current
Queets,2010,5,Wild,30,Current
Queets,2010,12,Hatchery,0,Current
Queets,2010,12,Wild,52,Current
Queets,2010,19,Hatchery,28,Current
Queets,2010,19,Wild,192,Current
Queets,2010,26,Hatchery,13,Current
Queets,2010,26,Wild,85,Current
Queets,2010,33,Hatchery,12,Current
Queets,2010,33,Wild,90,Current
Queets,2010,40,Hatchery,0,Current
Queets,2010,40,Wild,79,Current
Queets,2010,47,Hatchery,0,Current
Queets,2010,47,Wild,131,Current
Queets,2010,54,Hatchery,0,Current
Queets,2010,54,Wild,128,Current
Queets,2010,61,Hatchery,0,Current
Queets,2010,61,Wild,156,Current
Queets,2010,68,Hatchery,0,Current
Queets,2010,68,Wild,63,Current
Queets,2010,75,Hatchery,0,Current
Queets,2010,75,Wild,194,Current
Queets,2010,82,Hatchery,0,Current
Queets,2010,82,Wild,164,Current
Queets,2010,89,Hatchery,0,Current
Queets,2010,89,Wild,157,Current
Queets,2010,96,Hatchery,0,Current
Queets,2010,96,Wild,104,Current
Queets,2010,103,Hatchery,0,Current
Queets,2010,103,Wild,97,Current
Queets,2010,110,Hatchery,0,Current
Queets,2010,110,Wild,13,Current
Queets,2010,117,Hatchery,0,Current
Queets,2010,117,Wild,26,Current
Queets,2011,-38,Hatchery,345,Current
Queets,2011,-38,Wild,37,Current
Queets,2011,-31,Hatchery,221,Current
Queets,2011,-31,Wild,22,Current
Queets,2011,-24,Hatchery,74,Current
Queets,2011,-24,Wild,28,Current
Queets,2011,-17,Hatchery,42,Current
Queets,2011,-17,Wild,21,Current
Queets,2011,-10,Hatchery,9,Current
Queets,2011,-10,Wild,20,Current
Queets,2011,-3,Hatchery,28,Current
Queets,2011,-3,Wild,44,Current
Queets,2011,4,Hatchery,60,Current
Queets,2011,4,Wild,106,Current
Queets,2011,11,Hatchery,0,Current
Queets,2011,11,Wild,104,Current
Queets,2011,18,Hatchery,0,Current
Queets,2011,18,Wild,149,Current
Queets,2011,25,Hatchery,0,Current
Queets,2011,25,Wild,144,Current
Queets,2011,32,Hatchery,0,Current
Queets,2011,32,Wild,80,Current
Queets,2011,39,Hatchery,0,Current
Queets,2011,39,Wild,94,Current
Queets,2011,46,Hatchery,0,Current
Queets,2011,46,Wild,369,Current
Queets,2011,53,Hatchery,0,Current
Queets,2011,53,Wild,244,Current
Queets,2011,60,Hatchery,0,Current
Queets,2011,60,Wild,220,Current
Queets,2011,67,Hatchery,0,Current
Queets,2011,67,Wild,142,Current
Queets,2011,74,Hatchery,0,Current
Queets,2011,74,Wild,167,Current
Queets,2011,81,Hatchery,0,Current
Queets,2011,81,Wild,253,Current
Queets,2011,88,Hatchery,0,Current
Queets,2011,88,Wild,107,Current
Queets,2011,95,Hatchery,0,Current
Queets,2011,95,Wild,132,Current
Queets,2011,102,Hatchery,0,Current
Queets,2011,102,Wild,162,Current
Queets,2011,109,Hatchery,0,Current
Queets,2011,109,Wild,94,Current
Queets,2011,116,Hatchery,0,Current
Queets,2011,116,Wild,80,Current
Queets,2012,-32,Hatchery,687,Current
Queets,2012,-32,Wild,119,Current
Queets,2012,-25,Hatchery,266,Current
Queets,2012,-25,Wild,71,Current
Queets,2012,-18,Hatchery,794,Current
Queets,2012,-18,Wild,223,Current
Queets,2012,-11,Hatchery,468,Current
Queets,2012,-11,Wild,182,Current
Queets,2012,-4,Hatchery,134,Current
Queets,2012,-4,Wild,76,Current
Queets,2012,3,Hatchery,93,Current
Queets,2012,3,Wild,80,Current
Queets,2012,10,Hatchery,137,Current
Queets,2012,10,Wild,86,Current
Queets,2012,17,Hatchery,41,Current
Queets,2012,17,Wild,86,Current
Queets,2012,24,Hatchery,0,Current
Queets,2012,24,Wild,73,Current
Queets,2012,31,Hatchery,69,Current
Queets,2012,31,Wild,172,Current
Queets,2012,38,Hatchery,0,Current
Queets,2012,38,Wild,220,Current
Queets,2012,45,Hatchery,0,Current
Queets,2012,45,Wild,128,Current
Queets,2012,52,Hatchery,14,Current
Queets,2012,52,Wild,170,Current
Queets,2012,59,Hatchery,0,Current
Queets,2012,59,Wild,318,Current
Queets,2012,66,Hatchery,0,Current
Queets,2012,66,Wild,226,Current
Queets,2012,73,Hatchery,0,Current
Queets,2012,73,Wild,227,Current
Queets,2012,80,Hatchery,0,Current
Queets,2012,80,Wild,130,Current
Queets,2012,87,Hatchery,0,Current
Queets,2012,87,Wild,222,Current
Queets,2012,94,Hatchery,0,Current
Queets,2012,94,Wild,172,Current
Queets,2012,101,Hatchery,0,Current
Queets,2012,101,Wild,83,Current
Queets,2012,108,Hatchery,0,Current
Queets,2012,108,Wild,98,Current
Queets,2012,115,Hatchery,0,Current
Queets,2012,115,Wild,85,Current
Queets,2012,122,Hatchery,0,Current
Queets,2012,122,Wild,13,Current
Queets,2013,-34,Hatchery,85,Current
Queets,2013,-34,Wild,7,Current
Queets,2013,-27,Hatchery,84,Current
Queets,2013,-27,Wild,63,Current
Queets,2013,-20,Hatchery,129,Current
Queets,2013,-20,Wild,40,Current
Queets,2013,-13,Hatchery,138,Current
Queets,2013,-13,Wild,106,Current
Queets,2013,-6,Hatchery,76,Current
Queets,2013,-6,Wild,87,Current
Queets,2013,1,Hatchery,60,Current
Queets,2013,1,Wild,144,Current
Queets,2013,8,Hatchery,121,Current
Queets,2013,8,Wild,146,Current
Queets,2013,15,Hatchery,13,Current
Queets,2013,15,Wild,100,Current
Queets,2013,22,Hatchery,7,Current
Queets,2013,22,Wild,91,Current
Queets,2013,29,Hatchery,0,Current
Queets,2013,29,Wild,210,Current
Queets,2013,36,Hatchery,0,Current
Queets,2013,36,Wild,188,Current
Queets,2013,43,Hatchery,0,Current
Queets,2013,43,Wild,141,Current
Queets,2013,50,Hatchery,0,Current
Queets,2013,50,Wild,177,Current
Queets,2013,57,Hatchery,0,Current
Queets,2013,57,Wild,377,Current
Queets,2013,64,Hatchery,0,Current
Queets,2013,64,Wild,141,Current
Queets,2013,71,Hatchery,0,Current
Queets,2013,71,Wild,140,Current
Queets,2013,78,Hatchery,0,Current
Queets,2013,78,Wild,150,Current
Queets,2013,85,Hatchery,0,Current
Queets,2013,85,Wild,106,Current
Queets,2013,92,Hatchery,0,Current
Queets,2013,92,Wild,115,Current
Queets,2013,99,Hatchery,0,Current
Queets,2013,99,Wild,52,Current
Queets,2013,106,Hatchery,0,Current
Queets,2013,106,Wild,30,Current
Queets,2013,113,Hatchery,0,Current
Queets,2013,113,Wild,20,Current
Queets,2013,120,Hatchery,0,Current
Queets,2013,120,Wild,1,Current
Queets,2014,-35,Hatchery,0,Current
Queets,2014,-35,Wild,0,Current
Queets,2014,-28,Hatchery,0,Current
Queets,2014,-28,Wild,26,Current
Queets,2014,-21,Hatchery,54,Current
Queets,2014,-21,Wild,0,Current
Queets,2014,-14,Hatchery,63,Current
Queets,2014,-14,Wild,8,Current
Queets,2014,-7,Hatchery,33,Current
Queets,2014,-7,Wild,76,Current
Queets,2014,0,Hatchery,100,Current
Queets,2014,0,Wild,27,Current
Queets,2014,7,Hatchery,48,Current
Queets,2014,7,Wild,64,Current
Queets,2014,14,Hatchery,120,Current
Queets,2014,14,Wild,139,Current
Queets,2014,21,Hatchery,34,Current
Queets,2014,21,Wild,48,Current
Queets,2014,28,Hatchery,35,Current
Queets,2014,28,Wild,53,Current
Queets,2014,35,Hatchery,53,Current
Queets,2014,35,Wild,52,Current
Queets,2014,42,Hatchery,30,Current
Queets,2014,42,Wild,67,Current
Queets,2014,49,Hatchery,22,Current
Queets,2014,49,Wild,147,Current
Queets,2014,56,Hatchery,0,Current
Queets,2014,56,Wild,154,Current
Queets,2014,63,Hatchery,0,Current
Queets,2014,63,Wild,51,Current
Queets,2014,70,Hatchery,25,Current
Queets,2014,70,Wild,317,Current
Queets,2014,77,Hatchery,0,Current
Queets,2014,77,Wild,109,Current
Queets,2014,84,Hatchery,0,Current
Queets,2014,84,Wild,158,Current
Queets,2014,91,Hatchery,0,Current
Queets,2014,91,Wild,74,Current
Queets,2014,98,Hatchery,0,Current
Queets,2014,98,Wild,44,Current
Queets,2014,105,Hatchery,0,Current
Queets,2014,105,Wild,16,Current
Queets,2014,112,Hatchery,0,Current
Queets,2014,112,Wild,3,Current
Queets,2014,119,Wild,1,Current
Queets,2015,-36,Hatchery,0,Current
Queets,2015,-36,Wild,5,Current
Queets,2015,-29,Hatchery,0,Current
Queets,2015,-29,Wild,14,Current
Queets,2015,-22,Hatchery,0,Current
Queets,2015,-22,Wild,3,Current
Queets,2015,-15,Hatchery,18,Current
Queets,2015,-15,Wild,19,Current
Queets,2015,-8,Hatchery,30,Current
Queets,2015,-8,Wild,33,Current
Queets,2015,-1,Hatchery,156,Current
Queets,2015,-1,Wild,169,Current
Queets,2015,6,Hatchery,215,Current
Queets,2015,6,Wild,264,Current
Queets,2015,13,Hatchery,154,Current
Queets,2015,13,Wild,73,Current
Queets,2015,20,Hatchery,105,Current
Queets,2015,20,Wild,58,Current
Queets,2015,27,Hatchery,59,Current
Queets,2015,27,Wild,174,Current
Queets,2015,34,Hatchery,90,Current
Queets,2015,34,Wild,53,Current
Queets,2015,41,Hatchery,0,Current
Queets,2015,41,Wild,234,Current
Queets,2015,48,Hatchery,0,Current
Queets,2015,48,Wild,125,Current
Queets,2015,55,Hatchery,0,Current
Queets,2015,55,Wild,224,Current
Queets,2015,62,Hatchery,0,Current
Queets,2015,62,Wild,195,Current
Queets,2015,69,Hatchery,0,Current
Queets,2015,69,Wild,171,Current
Queets,2015,76,Hatchery,0,Current
Queets,2015,76,Wild,56,Current
Queets,2015,83,Hatchery,0,Current
Queets,2015,83,Wild,92,Current
Queets,2015,90,Hatchery,0,Current
Queets,2015,90,Wild,39,Current
Queets,2015,97,Hatchery,0,Current
Queets,2015,97,Wild,12,Current
Queets,2015,104,Hatchery,0,Current
Queets,2015,104,Wild,42,Current
Queets,2015,111,Hatchery,0,Current
Queets,2015,111,Wild,22,Current
Queets,2015,118,Hatchery,0,Current
Queets,2015,118,Wild,9,Current
Queets,2016,-37,Hatchery,0,Current
Queets,2016,-37,Wild,5,Current
Queets,2016,-30,Hatchery,0,Current
Queets,2016,-30,Wild,35,Current
Queets,2016,-23,Hatchery,25,Current
Queets,2016,-23,Wild,25,Current
Queets,2016,-16,Hatchery,139,Current
Queets,2016,-16,Wild,85,Current
Queets,2016,-9,Hatchery,166,Current
Queets,2016,-9,Wild,23,Current
Queets,2016,-2,Hatchery,553,Current
Queets,2016,-2,Wild,94,Current
Queets,2016,5,Hatchery,215,Current
Queets,2016,5,Wild,249,Current
Queets,2016,12,Hatchery,108,Current
Queets,2016,12,Wild,83,Current
Queets,2016,19,Hatchery,36,Current
Queets,2016,19,Wild,80,Current
Queets,2016,26,Hatchery,57,Current
Queets,2016,26,Wild,140,Current
Queets,2016,33,Hatchery,35,Current
Queets,2016,33,Wild,156,Current
Queets,2016,40,Hatchery,0,Current
Queets,2016,40,Wild,103,Current
Queets,2016,47,Hatchery,12,Current
Queets,2016,47,Wild,101,Current
Queets,2016,54,Hatchery,0,Current
Queets,2016,54,Wild,193,Current
Queets,2016,61,Hatchery,0,Current
Queets,2016,61,Wild,76,Current
Queets,2016,68,Hatchery,0,Current
Queets,2016,68,Wild,118,Current
Queets,2016,75,Hatchery,0,Current
Queets,2016,75,Wild,180,Current
Queets,2016,82,Hatchery,0,Current
Queets,2016,82,Wild,108,Current
Queets,2016,89,Hatchery,0,Current
Queets,2016,89,Wild,91,Current
Queets,2016,96,Hatchery,0,Current
Queets,2016,96,Wild,16,Current
Queets,2016,103,Hatchery,0,Current
Queets,2016,103,Wild,39,Current
Queets,2016,110,Hatchery,0,Current
Queets,2016,110,Wild,11,Current
Queets,2016,117,Hatchery,0,Current
Queets,2016,117,Wild,12,Current
Queets,2017,-32,Hatchery,0,Current
Queets,2017,-32,Wild,11,Current
Queets,2017,-25,Hatchery,0,Current
Queets,2017,-25,Wild,0,Current
Queets,2017,-18,Hatchery,61,Current
Queets,2017,-18,Wild,12,Current
Queets,2017,-11,Hatchery,88,Current
Queets,2017,-11,Wild,69,Current
Queets,2017,-4,Hatchery,80,Current
Queets,2017,-4,Wild,49,Current
Queets,2017,3,Hatchery,107,Current
Queets,2017,3,Wild,62,Current
Queets,2017,10,Hatchery,133,Current
Queets,2017,10,Wild,105,Current
Queets,2017,17,Hatchery,112,Current
Queets,2017,17,Wild,128,Current
Queets,2017,24,Hatchery,108,Current
Queets,2017,24,Wild,73,Current
Queets,2017,31,Hatchery,41,Current
Queets,2017,31,Wild,94,Current
Queets,2017,38,Hatchery,45,Current
Queets,2017,38,Wild,146,Current
Queets,2017,45,Hatchery,42,Current
Queets,2017,45,Wild,35,Current
Queets,2017,52,Hatchery,8,Current
Queets,2017,52,Wild,89,Current
Queets,2017,59,Hatchery,23,Current
Queets,2017,59,Wild,61,Current
Queets,2017,66,Hatchery,0,Current
Queets,2017,66,Wild,59,Current
Queets,2017,73,Hatchery,0,Current
Queets,2017,73,Wild,60,Current
Queets,2017,80,Hatchery,0,Current
Queets,2017,80,Wild,13,Current
Queets,2017,87,Hatchery,0,Current
Queets,2017,87,Wild,83,Current
Queets,2017,94,Hatchery,0,Current
Queets,2017,94,Wild,18,Current
Queets,2017,101,Hatchery,0,Current
Queets,2017,101,Wild,23,Current
Queets,2017,108,Hatchery,0,Current
Queets,2017,108,Wild,25,Current
Queets,2017,115,Hatchery,0,Current
Queets,2017,115,Wild,18,Current
Queets,2017,122,Hatchery,0,Current
Queets,2017,122,Wild,6,Current
Queets,2018,-33,Hatchery,0,Current
Queets,2018,-33,Wild,2,Current
Queets,2018,-26,Hatchery,13,Current
Queets,2018,-26,Wild,3,Current
Queets,2018,-19,Hatchery,0,Current
Queets,2018,-19,Wild,16,Current
Queets,2018,-12,Hatchery,174,Current
Queets,2018,-12,Wild,45,Current
Queets,2018,-5,Hatchery,224,Current
Queets,2018,-5,Wild,61,Current
Queets,2018,2,Hatchery,101,Current
Queets,2018,2,Wild,48,Current
Queets,2018,9,Hatchery,91,Current
Queets,2018,9,Wild,51,Current
Queets,2018,16,Hatchery,54,Current
Queets,2018,16,Wild,27,Current
Queets,2018,23,Hatchery,112,Current
Queets,2018,23,Wild,67,Current
Queets,2018,30,Hatchery,82,Current
Queets,2018,30,Wild,51,Current
Queets,2018,37,Hatchery,66,Current
Queets,2018,37,Wild,120,Current
Queets,2018,44,Hatchery,10,Current
Queets,2018,44,Wild,31,Current
Queets,2018,51,Hatchery,0,Current
Queets,2018,51,Wild,70,Current
Queets,2018,58,Hatchery,0,Current
Queets,2018,58,Wild,38,Current
Queets,2018,65,Hatchery,0,Current
Queets,2018,65,Wild,49,Current
Queets,2018,72,Hatchery,0,Current
Queets,2018,72,Wild,10,Current
Queets,2018,79,Hatchery,0,Current
Queets,2018,79,Wild,41,Current
Queets,2018,86,Hatchery,0,Current
Queets,2018,86,Wild,95,Current
Queets,2018,93,Hatchery,0,Current
Queets,2018,93,Wild,32,Current
Queets,2018,100,Hatchery,0,Current
Queets,2018,100,Wild,142,Current
